District,Soil_Type,Crop_Type,Day_After_Sowing,Temperature(°C),Humidity(%),Rainfall(mm),Area_in_Acre,Water_Requirement(L/day)
Latehar,Black Soil,Linseed,145,27.6,71.0,12.1,2.5,6788.0
Lohardaga,Alluvial Soil,Wheat,54,35.8,60.3,7.8,9.06,16375.0
Latehar,Laterite Soil,Mustard,68,26.1,47.4,23.0,1.32,5748.0
Pakur,Sandy Loam,Groundnut,35,23.5,45.3,17.1,4.04,9389.0
Khunti,Black Soil,Mustard,88,30.9,86.2,37.2,1.4,4860.0
Gumla,Sandy Loam,Maize,141,31.3,41.2,11.8,9.16,16018.0
Hazaribagh,Alluvial Soil,Mustard,15,36.5,45.3,36.8,0.84,6095.0
Hazaribagh,Black Soil,Linseed,15,29.1,62.3,14.4,4.54,9193.0
Khunti,Laterite Soil,Cotton,31,36.3,53.1,29.6,8.69,16835.0
Sahebganj,Black Soil,Sorghum,107,26.2,60.3,31.9,2.89,7663.0
Seraikela-Kharsawan,Sandy Loam,Rice,10,31.5,45.9,33.6,1.5,11301.0
Dumka,Sandy Loam,Sesame,57,24.2,46.5,8.8,1.71,6859.0
Deoghar,Clay Loam,Sesame,7,27.7,80.0,14.1,4.35,8738.0
Gumla,Red Sandy Soil,Maize,133,37.2,78.0,12.3,4.57,10904.0
Godda,Black Soil,Sugarcane,125,24.3,45.2,28.8,7.32,18518.0
Giridih,Sandy Loam,Ragi,119,36.2,73.4,3.8,2.76,8502.0
Ranchi,Gravelly Soil,Barley,80,25.7,70.5,25.9,7.17,11807.0
Palamu,Laterite Soil,Maize,124,20.7,75.7,4.4,9.99,14901.0
Pakur,Gravelly Soil,Linseed,57,22.2,63.7,16.9,8.71,12581.0
Pakur,Alluvial Soil,Millet,72,34.9,53.5,34.3,6.54,11939.0
Giridih,Black Soil,Sugarcane,28,25.2,73.2,20.6,9.43,20042.0
Koderma,Clay Loam,Linseed,36,33.1,58.6,14.0,9.92,15092.0
Bokaro,Laterite Soil,Maize,56,34.0,50.9,30.8,5.92,12377.0
Deoghar,Clay Loam,Millet,116,26.9,60.4,37.0,3.1,7438.0
Simdega,Red Sandy Soil,Sugarcane,59,29.5,78.2,12.7,9.19,20240.0
Seraikela-Kharsawan,Sandy Loam,Wheat,123,28.1,63.8,15.0,8.52,14816.0
Gumla,Laterite Soil,Jowar,66,38.9,55.0,32.0,1.3,7400.0
Dhanbad,Alluvial Soil,Groundnut,9,26.4,81.6,48.3,9.4,13326.0
Palamu,Black Soil,Jowar,134,23.7,84.1,10.7,3.98,8113.0
Seraikela-Kharsawan,Red Sandy Soil,Cotton,119,27.3,61.7,32.7,3.56,10485.0
Lohardaga,Red Sandy Soil,Ragi,122,33.4,58.7,45.3,3.76,8833.0
Simdega,Clay Loam,Barley,65,33.9,70.6,23.1,3.54,9050.0
Jamtara,Red Sandy Soil,Jowar,131,38.5,42.9,15.8,5.4,12147.0
Dumka,Laterite Soil,Sunflower,127,37.6,74.6,33.3,6.01,11766.0
Khunti,Clay Loam,Maize,87,25.8,79.1,1.6,4.54,9915.0
Sahebganj,Red Sandy Soil,Sunflower,33,29.1,59.9,18.0,4.42,10073.0
Khunti,Black Soil,Wheat,137,34.9,48.7,12.9,7.5,14971.0
Giridih,Alluvial Soil,Mustard,53,38.3,41.4,11.2,0.53,6594.0
Chatra,Black Soil,Cotton,92,26.7,71.9,9.0,9.5,16533.0
Pakur,Gravelly Soil,Jowar,51,28.9,53.4,36.9,7.29,12340.0
Ranchi,Laterite Soil,Rice,71,38.0,63.2,47.8,7.22,16868.0
Ranchi,Alluvial Soil,Sorghum,144,27.2,59.3,19.2,4.51,9667.0
Gumla,Alluvial Soil,Linseed,40,29.6,48.7,2.5,9.67,15019.0
Hazaribagh,Clay Loam,Barley,39,38.1,65.4,35.9,0.5,6330.0
Lohardaga,Sandy Loam,Mustard,121,36.0,63.0,26.9,1.23,6102.0
Palamu,Clay Loam,Linseed,85,24.9,71.2,36.2,8.14,11670.0
Simdega,Laterite Soil,Sesame,137,26.5,52.6,32.4,7.52,12244.0
Ranchi,Laterite Soil,Groundnut,37,27.1,50.7,45.3,3.08,8063.0
Lohardaga,Clay Loam,Ragi,87,38.3,80.7,7.0,6.15,11819.0
Koderma,Sandy Loam,Maize,129,40.0,75.1,8.5,5.55,12327.0
Giridih,Black Soil,Wheat,63,35.5,78.6,17.1,5.51,12060.0
Dhanbad,Clay Loam,Sugarcane,43,29.7,46.2,24.6,6.16,17952.0
Pakur,Laterite Soil,Sesame,100,20.2,51.2,46.3,9.94,13798.0
Lohardaga,Sandy Loam,Linseed,105,33.9,68.8,45.3,9.88,14200.0
Khunti,Laterite Soil,Jowar,8,27.8,82.9,43.6,9.83,13751.0
Giridih,Sandy Loam,Rice,49,32.7,84.6,11.1,5.71,14920.0
Latehar,Sandy Loam,Sesame,96,32.1,81.6,36.5,3.52,7852.0
Giridih,Clay Loam,Barley,123,29.6,42.2,19.2,5.82,11830.0
Gumla,Clay Loam,Groundnut,47,38.9,81.0,46.6,6.42,11648.0
Sahebganj,Clay Loam,Jowar,25,20.5,85.0,10.7,3.46,7246.0
Latehar,Sandy Loam,Linseed,131,34.2,42.8,7.1,6.51,12404.0
Seraikela-Kharsawan,Sandy Loam,Groundnut,114,28.2,60.8,42.1,6.41,11264.0
Giridih,Laterite Soil,Mustard,99,34.3,66.8,35.8,9.08,13490.0
Pakur,Alluvial Soil,Sorghum,96,33.5,51.6,41.1,2.76,8340.0
Lohardaga,Clay Loam,Sunflower,34,20.2,65.8,7.9,7.13,11918.0
Lohardaga,Gravelly Soil,Mustard,109,25.7,84.3,44.2,4.78,7637.0
Koderma,Laterite Soil,Linseed,92,23.8,83.3,33.9,1.73,4833.0
Bokaro,Laterite Soil,Cotton,8,23.3,87.0,32.6,3.5,9268.0
Ranchi,Red Sandy Soil,Jowar,63,34.6,64.2,29.1,1.04,6492.0
Giridih,Clay Loam,Sorghum,82,24.8,60.5,38.2,3.53,8031.0
Dumka,Black Soil,Wheat,25,29.5,73.3,20.8,1.16,7195.0
Giridih,Laterite Soil,Sorghum,129,24.9,60.8,6.6,9.29,14424.0
Bokaro,Red Sandy Soil,Barley,8,31.6,42.1,27.0,1.47,7527.0
Hazaribagh,Gravelly Soil,Sugarcane,124,34.4,76.0,37.4,8.26,19372.0
Seraikela-Kharsawan,Gravelly Soil,Sugarcane,149,26.6,54.0,7.7,9.11,20696.0
Dumka,Black Soil,Sesame,98,32.1,42.5,11.2,4.94,10951.0
Khunti,Clay Loam,Maize,101,36.5,41.0,34.8,1.01,7934.0
Ranchi,Sandy Loam,Maize,111,21.9,86.6,13.5,6.16,10682.0
Giridih,Red Sandy Soil,Barley,3,34.2,52.6,8.5,2.73,9102.0
Simdega,Sandy Loam,Ragi,135,26.5,62.4,44.5,2.18,6468.0
Bokaro,Gravelly Soil,Jowar,100,22.5,87.5,8.0,5.88,9845.0
Lohardaga,Gravelly Soil,Sesame,11,30.9,63.4,17.2,3.89,9034.0
Lohardaga,Alluvial Soil,Jowar,59,24.5,43.9,21.4,7.44,12645.0
Hazaribagh,Alluvial Soil,Mustard,140,36.4,67.6,23.8,6.12,10956.0
Sahebganj,Black Soil,Sorghum,79,20.9,44.4,18.1,8.38,13376.0
Seraikela-Kharsawan,Alluvial Soil,Rice,38,22.0,44.8,45.6,1.05,9694.0
Pakur,Alluvial Soil,Sorghum,122,30.4,82.6,32.9,2.73,7234.0
Jamtara,Black Soil,Maize,65,31.8,54.5,18.0,5.89,12275.0
Dhanbad,Laterite Soil,Ragi,146,34.6,73.9,17.9,8.86,14145.0
Ranchi,Alluvial Soil,Rice,46,25.2,65.4,25.1,8.23,16986.0
Ranchi,Laterite Soil,Jowar,125,36.8,51.1,1.7,6.96,13573.0
Khunti,Laterite Soil,Maize,56,39.1,65.9,46.3,5.95,12157.0
Godda,Clay Loam,Sugarcane,7,30.0,43.4,11.2,6.5,18674.0
Giridih,Laterite Soil,Groundnut,105,35.2,57.4,34.9,2.53,8330.0
Pakur,Laterite Soil,Maize,40,30.5,66.1,38.9,6.15,11639.0
Dhanbad,Alluvial Soil,Jowar,97,21.4,51.4,41.4,5.19,9460.0
Ranchi,Laterite Soil,Sorghum,52,26.5,73.0,8.3,4.15,9044.0
Ranchi,Sandy Loam,Jowar,31,21.7,42.6,26.8,8.93,13786.0
Palamu,Black Soil,Groundnut,7,39.8,64.2,4.2,8.38,15050.0
Dumka,Alluvial Soil,Rice,144,24.6,75.7,40.2,1.23,9315.0
Godda,Black Soil,Barley,91,32.7,61.5,24.3,9.86,15499.0
Pakur,Red Sandy Soil,Groundnut,17,25.7,83.7,7.9,2.68,7281.0
Simdega,Alluvial Soil,Ragi,125,33.1,71.6,35.9,2.55,7394.0
Pakur,Laterite Soil,Sugarcane,4,24.2,87.9,16.6,9.47,19621.0
Latehar,Sandy Loam,Sunflower,122,35.7,54.2,5.7,4.73,11460.0
Hazaribagh,Black Soil,Sorghum,99,22.2,86.9,23.1,8.15,11901.0
Khunti,Alluvial Soil,Jowar,143,37.9,70.3,11.8,3.24,9185.0
Jamtara,Sandy Loam,Wheat,61,36.8,77.3,47.5,8.8,14911.0
Dhanbad,Black Soil,Sugarcane,21,33.6,85.1,18.1,8.41,19555.0
Sahebganj,Red Sandy Soil,Rice,77,21.3,67.6,28.6,5.44,13670.0
Palamu,Gravelly Soil,Groundnut,47,24.2,83.1,47.4,7.2,10879.0
Dumka,Red Sandy Soil,Jowar,75,37.2,67.1,19.7,9.66,15473.0
Hazaribagh,Gravelly Soil,Sesame,49,22.4,70.0,17.9,4.79,8872.0
Khunti,Clay Loam,Jowar,27,23.1,62.3,8.1,5.19,9969.0
Chatra,Gravelly Soil,Groundnut,31,30.9,47.3,46.9,7.37,12803.0
Koderma,Clay Loam,Barley,32,25.5,67.7,40.0,4.17,8589.0
Bokaro,Alluvial Soil,Sunflower,18,24.4,88.9,11.1,9.63,14081.0
Jamtara,Clay Loam,Groundnut,125,31.5,79.4,16.6,0.88,6016.0
Simdega,Sandy Loam,Sorghum,63,27.5,77.4,45.7,4.33,8444.0
Godda,Clay Loam,Maize,128,22.8,72.2,26.9,7.28,12056.0
Bokaro,Sandy Loam,Linseed,16,30.7,57.4,27.8,4.58,9272.0
Bokaro,Black Soil,Millet,137,27.7,48.5,32.4,2.96,7827.0
Dumka,Black Soil,Sesame,62,34.7,51.2,38.1,4.43,9902.0
Giridih,Gravelly Soil,Barley,39,22.1,40.3,47.0,8.87,13631.0
Chatra,Gravelly Soil,Millet,115,32.4,73.7,40.1,5.7,10127.0
Dhanbad,Gravelly Soil,Rice,138,28.7,80.6,46.7,3.68,11898.0
Sahebganj,Clay Loam,Mustard,140,28.1,53.4,41.0,6.88,10968.0
Dhanbad,Gravelly Soil,Sugarcane,72,24.6,44.6,2.3,6.31,18086.0
Lohardaga,Clay Loam,Sorghum,62,20.6,56.8,5.9,5.82,10658.0
Bokaro,Clay Loam,Linseed,131,37.0,54.6,44.2,4.22,9298.0
Jamtara,Laterite Soil,Cotton,83,26.5,62.5,1.4,1.19,8637.0
Sahebganj,Laterite Soil,Groundnut,123,33.6,53.2,39.7,6.4,12070.0
Koderma,Clay Loam,Sugarcane,139,39.0,57.0,42.5,4.49,16530.0
Giridih,Black Soil,Cotton,136,31.3,85.4,20.8,4.57,11422.0
Pakur,Sandy Loam,Sesame,109,27.9,56.7,17.7,2.72,7755.0
Sahebganj,Alluvial Soil,Rice,122,25.4,79.3,9.7,2.87,11537.0
Simdega,Red Sandy Soil,Rice,119,38.7,71.3,2.4,7.98,18363.0
Dhanbad,Laterite Soil,Mustard,138,33.6,56.9,37.3,5.05,9657.0
Chatra,Clay Loam,Linseed,18,33.3,80.9,3.7,1.54,6269.0
Sahebganj,Red Sandy Soil,Barley,76,28.5,69.8,47.2,0.94,5452.0
Sahebganj,Laterite Soil,Sugarcane,11,36.9,40.4,14.8,2.63,15512.0
Seraikela-Kharsawan,Alluvial Soil,Sorghum,138,34.3,43.4,39.7,5.13,11064.0
Lohardaga,Sandy Loam,Linseed,131,25.7,77.6,3.0,6.36,10442.0
Simdega,Clay Loam,Sugarcane,62,32.0,62.3,26.8,1.86,13355.0
Khunti,Alluvial Soil,Sorghum,71,28.6,60.3,17.5,4.62,9921.0
Sahebganj,Black Soil,Groundnut,61,20.1,47.3,1.5,1.19,6451.0
Bokaro,Laterite Soil,Rice,132,36.2,47.9,32.8,0.86,11087.0
Pakur,Clay Loam,Cotton,61,22.5,79.9,47.2,8.7,14309.0
Chatra,Red Sandy Soil,Wheat,136,30.2,81.5,0.5,6.75,13015.0
Khunti,Black Soil,Mustard,102,26.7,68.0,13.5,7.92,11980.0
Pakur,Black Soil,Barley,13,26.8,54.8,35.2,2.23,7262.0
Chatra,Gravelly Soil,Jowar,12,29.5,86.6,43.6,3.56,7540.0
Koderma,Sandy Loam,Wheat,35,39.9,71.2,9.5,4.72,12084.0
Latehar,Black Soil,Ragi,51,28.2,79.8,3.5,6.75,11506.0
Seraikela-Kharsawan,Laterite Soil,Sesame,43,23.6,40.2,0.4,5.58,11026.0
Khunti,Sandy Loam,Maize,111,32.3,62.5,10.8,5.74,12079.0
Gumla,Clay Loam,Millet,66,24.7,83.5,3.6,1.99,6083.0
Lohardaga,Gravelly Soil,Mustard,15,22.1,56.9,18.0,5.01,8853.0
Giridih,Alluvial Soil,Cotton,39,21.0,76.3,22.0,8.33,14401.0
Dhanbad,Sandy Loam,Sesame,26,20.5,72.9,24.0,5.34,9023.0
Pakur,Red Sandy Soil,Sunflower,112,28.6,47.6,7.1,2.4,8590.0
Seraikela-Kharsawan,Laterite Soil,Wheat,51,28.5,78.7,23.2,4.43,10155.0
Bokaro,Red Sandy Soil,Cotton,111,23.7,45.6,0.5,7.67,15362.0
Lohardaga,Sandy Loam,Sunflower,132,35.7,76.4,12.0,1.78,7718.0
Koderma,Gravelly Soil,Groundnut,98,22.6,89.5,18.5,6.01,9915.0
Simdega,Alluvial Soil,Mustard,119,38.3,87.9,5.9,9.67,14445.0
Dumka,Alluvial Soil,Rice,56,31.8,80.0,40.7,4.11,12776.0
Koderma,Red Sandy Soil,Barley,69,20.6,66.7,10.1,0.91,5467.0
Latehar,Clay Loam,Cotton,146,39.3,73.7,37.7,6.51,14175.0
Giridih,Clay Loam,Sugarcane,4,26.2,76.4,23.7,0.95,11504.0
Dhanbad,Gravelly Soil,Ragi,129,29.0,40.4,24.0,2.32,7928.0
Godda,Alluvial Soil,Linseed,50,25.7,45.1,32.3,0.96,5431.0
Godda,Red Sandy Soil,Wheat,84,34.6,69.9,2.2,2.12,9139.0
Jamtara,Red Sandy Soil,Linseed,70,29.7,40.3,3.9,8.62,14203.0
Gumla,Red Sandy Soil,Sugarcane,148,22.6,85.4,16.3,7.48,17552.0
Pakur,Sandy Loam,Cotton,20,22.1,64.5,20.8,3.75,10309.0
Chatra,Gravelly Soil,Wheat,27,34.5,52.9,21.5,9.02,16153.0
Dumka,Clay Loam,Rice,26,24.7,59.7,33.8,6.82,15523.0
Pakur,Clay Loam,Linseed,10,22.8,82.5,0.0,4.75,8455.0
Sahebganj,Sandy Loam,Millet,82,30.0,86.4,48.0,1.15,4798.0
Deoghar,Laterite Soil,Millet,105,36.1,45.8,8.7,7.44,13702.0
Koderma,Sandy Loam,Groundnut,140,25.6,78.9,12.4,4.07,8715.0
Latehar,Gravelly Soil,Maize,88,25.5,68.9,45.3,3.38,8157.0
Simdega,Red Sandy Soil,Millet,24,36.7,69.3,0.3,3.24,9025.0
Palamu,Sandy Loam,Maize,117,23.0,79.0,49.6,0.57,4708.0
Dumka,Red Sandy Soil,Wheat,46,32.3,51.1,1.8,7.56,14921.0
Chatra,Gravelly Soil,Millet,136,39.1,66.6,6.0,1.88,7872.0
Jamtara,Black Soil,Sorghum,55,36.8,56.0,12.0,5.45,11810.0
Hazaribagh,Gravelly Soil,Cotton,78,21.2,44.7,21.9,0.65,7691.0
Giridih,Alluvial Soil,Rice,88,26.4,45.3,25.9,6.46,15923.0
Giridih,Red Sandy Soil,Cotton,16,22.8,46.8,5.2,4.01,11482.0
Deoghar,Clay Loam,Cotton,148,39.0,70.7,3.7,6.49,14895.0
Khunti,Sandy Loam,Linseed,38,39.7,45.3,1.6,1.35,7829.0
Palamu,Black Soil,Maize,111,24.7,68.5,12.8,3.03,8389.0
Lohardaga,Gravelly Soil,Sorghum,15,33.4,69.4,46.1,1.55,6486.0
Simdega,Red Sandy Soil,Jowar,78,36.8,85.2,19.5,6.64,11874.0
Ranchi,Black Soil,Jowar,76,24.7,71.3,38.2,1.53,5597.0
Seraikela-Kharsawan,Laterite Soil,Ragi,72,23.8,89.3,9.5,6.36,10271.0
Sahebganj,Alluvial Soil,Ragi,19,20.2,41.5,3.2,1.78,6891.0
Koderma,Laterite Soil,Barley,120,28.2,75.2,27.7,9.46,14170.0
Simdega,Gravelly Soil,Sesame,63,38.0,41.3,41.1,4.46,10499.0
Bokaro,Laterite Soil,Sesame,105,38.1,76.5,44.9,1.7,6617.0
Bokaro,Laterite Soil,Millet,32,22.6,59.3,27.3,0.9,5035.0
Deoghar,Alluvial Soil,Sesame,110,24.1,70.6,14.7,3.63,7928.0
Khunti,Alluvial Soil,Rice,7,28.2,55.5,5.5,8.97,18715.0
Pakur,Alluvial Soil,Sorghum,139,35.6,48.0,33.4,1.87,7922.0
Koderma,Black Soil,Rice,87,32.2,76.2,14.0,8.01,17364.0
Dumka,Alluvial Soil,Sugarcane,31,30.3,85.2,42.2,4.47,14800.0
Khunti,Laterite Soil,Ragi,45,31.8,49.2,30.3,8.13,13628.0
Koderma,Clay Loam,Cotton,56,21.9,86.0,42.9,8.81,14262.0
Dhanbad,Clay Loam,Rice,149,29.6,47.0,28.3,9.98,19664.0
Simdega,Alluvial Soil,Wheat,31,39.8,76.8,38.6,1.15,7754.0
Simdega,Black Soil,Mustard,1,21.8,88.0,14.7,8.06,11006.0
Jamtara,Sandy Loam,Cotton,139,30.4,47.4,25.2,1.16,8974.0
Seraikela-Kharsawan,Red Sandy Soil,Ragi,93,25.9,61.8,1.0,3.49,8606.0
Palamu,Gravelly Soil,Sorghum,68,30.8,56.9,30.4,6.64,12005.0
Chatra,Black Soil,Maize,36,31.5,59.4,26.7,4.75,10784.0
Koderma,Sandy Loam,Sunflower,79,31.5,77.7,37.8,5.87,10833.0
Ranchi,Gravelly Soil,Ragi,67,37.0,73.1,36.4,9.68,14859.0
Dhanbad,Sandy Loam,Sesame,51,27.8,88.4,31.4,8.28,12080.0
Simdega,Sandy Loam,Cotton,130,30.3,49.3,2.8,3.95,12145.0
Sahebganj,Clay Loam,Rice,6,20.2,67.2,45.2,6.2,14000.0
Ranchi,Red Sandy Soil,Groundnut,54,35.8,62.5,0.9,0.96,7347.0
Deoghar,Sandy Loam,Ragi,88,25.2,85.9,40.2,4.8,8339.0
Deoghar,Alluvial Soil,Wheat,145,36.3,40.5,24.0,6.28,13915.0
Pakur,Gravelly Soil,Sorghum,5,25.3,89.5,40.9,7.29,10917.0
Simdega,Black Soil,Sesame,2,20.2,64.0,23.3,9.06,12994.0
Simdega,Clay Loam,Wheat,58,23.1,71.3,32.3,3.19,8415.0
Gumla,Gravelly Soil,Millet,12,39.7,58.0,18.2,9.07,15136.0
Lohardaga,Alluvial Soil,Ragi,5,26.4,82.6,37.2,6.78,10598.0
Godda,Alluvial Soil,Jowar,106,22.2,68.1,12.7,1.24,5663.0
Giridih,Sandy Loam,Maize,148,22.4,73.1,36.0,4.11,8637.0
Bokaro,Alluvial Soil,Millet,129,26.2,72.4,9.7,5.03,9484.0
Dhanbad,Red Sandy Soil,Barley,56,20.8,58.2,36.1,3.85,8162.0
Khunti,Alluvial Soil,Mustard,70,30.2,43.8,14.7,1.6,6712.0
Seraikela-Kharsawan,Sandy Loam,Sugarcane,56,24.3,80.4,13.9,5.74,16180.0
Jamtara,Gravelly Soil,Wheat,54,30.4,54.5,40.6,1.75,8043.0
Gumla,Alluvial Soil,Maize,139,22.8,82.4,40.7,9.19,13384.0
Chatra,Clay Loam,Jowar,3,28.6,70.4,34.6,8.72,13276.0
Sahebganj,Black Soil,Sunflower,95,32.0,57.7,46.2,5.01,10455.0
Latehar,Clay Loam,Maize,28,21.2,69.7,7.8,1.14,6213.0
Gumla,Clay Loam,Sorghum,111,28.0,72.3,13.5,5.75,10711.0
Ranchi,Gravelly Soil,Sugarcane,107,26.1,75.3,14.7,6.13,16887.0
Dhanbad,Laterite Soil,Ragi,120,24.8,81.1,15.3,8.94,13081.0
Lohardaga,Black Soil,Sunflower,133,32.1,48.0,16.4,1.14,7482.0
Godda,Clay Loam,Ragi,124,31.8,87.2,34.9,7.07,11336.0
Pakur,Clay Loam,Sugarcane,90,32.6,60.5,13.5,5.85,17725.0
Dumka,Laterite Soil,Millet,16,23.2,83.0,14.3,2.16,5904.0
Lohardaga,Gravelly Soil,Cotton,31,25.7,51.0,28.5,1.66,8830.0
Palamu,Black Soil,Barley,28,24.2,41.5,9.7,7.09,12771.0
Deoghar,Clay Loam,Barley,135,30.8,68.7,18.2,3.73,9085.0
Pakur,Sandy Loam,Rice,137,29.2,56.2,2.9,10.0,19876.0
Palamu,Gravelly Soil,Barley,39,26.6,89.2,47.6,8.99,12722.0
Bokaro,Black Soil,Maize,27,35.7,45.2,15.9,5.87,12966.0
Palamu,Clay Loam,Sesame,76,21.9,42.4,42.5,6.6,10968.0
Jamtara,Clay Loam,Barley,117,39.5,42.3,26.5,2.01,8861.0
Giridih,Laterite Soil,Jowar,89,22.3,50.8,11.4,8.99,13968.0
Chatra,Black Soil,Sesame,107,35.5,69.0,9.7,4.86,10446.0
Bokaro,Sandy Loam,Sunflower,122,27.4,65.3,34.7,5.45,10437.0
Sahebganj,Gravelly Soil,Sesame,126,37.3,57.5,48.2,8.79,14131.0
Chatra,Alluvial Soil,Barley,98,21.5,44.4,9.2,0.56,5894.0
Ranchi,Red Sandy Soil,Wheat,33,27.5,51.7,5.8,5.2,11983.0
Seraikela-Kharsawan,Sandy Loam,Rice,91,26.7,49.2,19.4,6.45,15956.0
Simdega,Alluvial Soil,Sunflower,120,39.9,77.3,19.7,2.01,8187.0
Lohardaga,Sandy Loam,Linseed,2,39.7,79.0,40.3,1.15,5844.0
Simdega,Black Soil,Maize,142,23.8,78.9,23.4,5.58,10325.0
Latehar,Alluvial Soil,Sugarcane,13,32.6,88.5,3.1,5.7,16943.0
Dhanbad,Black Soil,Linseed,24,30.7,84.2,46.0,3.64,7164.0
Deoghar,Alluvial Soil,Linseed,69,23.1,64.9,18.7,8.88,12769.0
Jamtara,Sandy Loam,Millet,34,23.4,60.7,33.4,3.36,7411.0
Khunti,Laterite Soil,Mustard,87,39.8,85.8,33.4,5.41,9848.0
Giridih,Sandy Loam,Millet,19,29.1,70.6,2.8,2.27,7206.0
Gumla,Black Soil,Cotton,30,22.5,54.7,0.2,0.61,7915.0
Hazaribagh,Sandy Loam,Mustard,49,24.3,68.2,4.4,4.55,8546.0
Dumka,Alluvial Soil,Jowar,144,25.4,89.6,47.8,5.51,8906.0
Jamtara,Red Sandy Soil,Groundnut,114,30.2,82.5,39.7,7.76,12211.0
Simdega,Alluvial Soil,Rice,116,26.7,54.1,6.6,4.76,14375.0
Giridih,Clay Loam,Linseed,139,29.1,87.6,30.7,3.15,6718.0
Ranchi,Sandy Loam,Sugarcane,78,23.3,89.1,30.6,6.24,15985.0
Ranchi,Gravelly Soil,Sesame,35,26.5,51.6,0.0,4.12,9522.0
Jamtara,Sandy Loam,Millet,71,21.4,84.8,21.5,2.72,6086.0
Gumla,Laterite Soil,Barley,108,37.8,84.2,35.6,9.15,14392.0
Sahebganj,Black Soil,Rice,54,24.0,42.0,9.3,5.6,15254.0
Godda,Gravelly Soil,Barley,23,35.1,73.5,42.5,2.4,7555.0
Sahebganj,Alluvial Soil,Rice,10,27.0,55.3,33.0,6.87,15951.0
Simdega,Laterite Soil,Sorghum,61,29.5,73.7,0.3,8.13,13463.0
Ranchi,Sandy Loam,Sorghum,136,25.8,85.7,42.7,7.71,11465.0
Hazaribagh,Alluvial Soil,Rice,48,33.9,64.9,1.0,6.2,16323.0
Chatra,Alluvial Soil,Cotton,112,36.9,60.7,44.4,5.44,13121.0
Dhanbad,Clay Loam,Wheat,126,25.7,86.1,16.7,7.88,13233.0
Ranchi,Clay Loam,Jowar,87,24.8,88.7,34.9,7.23,10851.0
Lohardaga,Red Sandy Soil,Sesame,26,33.6,43.1,39.4,5.93,11509.0
Deoghar,Clay Loam,Sorghum,52,23.9,86.1,14.1,6.75,10875.0
Sahebganj,Black Soil,Barley,6,32.8,44.1,17.8,2.1,8401.0
Giridih,Gravelly Soil,Sorghum,8,21.9,56.9,25.5,0.69,5263.0
Giridih,Alluvial Soil,Barley,17,32.4,78.1,29.1,9.35,14365.0
Deoghar,Clay Loam,Barley,76,30.3,78.9,14.6,9.39,14461.0
Dhanbad,Red Sandy Soil,Cotton,34,22.3,76.3,49.6,7.99,13639.0
Giridih,Sandy Loam,Millet,147,33.0,42.0,36.9,4.04,9542.0
Giridih,Gravelly Soil,Maize,70,28.9,46.6,13.7,1.93,8348.0
Dumka,Clay Loam,Barley,82,24.3,86.8,32.0,3.89,7776.0
Dumka,Alluvial Soil,Millet,118,27.1,44.1,21.8,7.4,12551.0
Khunti,Sandy Loam,Wheat,38,29.8,43.9,43.0,3.68,10183.0
Sahebganj,Black Soil,Barley,143,21.8,81.8,16.4,8.06,12158.0
Latehar,Alluvial Soil,Jowar,102,39.2,72.1,9.4,6.89,12959.0
Chatra,Sandy Loam,Sugarcane,40,33.3,57.6,2.3,6.48,18736.0
Latehar,Black Soil,Sunflower,137,22.1,48.3,49.2,9.34,14017.0
Ranchi,Black Soil,Groundnut,53,36.5,84.2,18.0,8.99,14454.0
Khunti,Gravelly Soil,Sunflower,118,26.5,89.4,11.0,7.26,11908.0
Simdega,Alluvial Soil,Barley,66,31.9,42.5,24.6,2.39,8513.0
Simdega,Clay Loam,Sorghum,80,25.5,67.7,14.6,9.42,14247.0
Bokaro,Clay Loam,Maize,52,34.7,53.1,11.6,2.66,9505.0
Ranchi,Red Sandy Soil,Sunflower,129,34.5,81.6,30.8,4.04,9326.0
Sahebganj,Sandy Loam,Sugarcane,124,31.0,57.3,3.7,8.35,20357.0
Palamu,Red Sandy Soil,Linseed,112,24.8,75.7,25.4,2.48,6081.0
Hazaribagh,Laterite Soil,Jowar,1,25.1,67.0,19.4,6.57,11182.0
Palamu,Clay Loam,Cotton,16,27.7,67.1,26.6,4.85,11775.0
Koderma,Sandy Loam,Groundnut,145,22.9,82.9,16.0,6.43,10613.0
Hazaribagh,Gravelly Soil,Cotton,112,26.8,63.5,28.5,9.6,16505.0
Dhanbad,Red Sandy Soil,Linseed,112,33.7,82.3,4.1,8.18,12899.0
Jamtara,Gravelly Soil,Maize,102,36.6,58.2,18.8,3.31,10048.0
Pakur,Gravelly Soil,Groundnut,82,26.7,48.7,11.9,1.04,6711.0
Ranchi,Gravelly Soil,Maize,99,24.7,62.8,21.9,9.69,15038.0
Pakur,Red Sandy Soil,Cotton,40,36.7,64.9,19.9,6.06,14085.0
Giridih,Laterite Soil,Jowar,36,37.8,63.9,31.6,2.14,7871.0
Sahebganj,Black Soil,Groundnut,125,28.2,80.4,31.4,6.46,10940.0
Lohardaga,Black Soil,Mustard,4,20.5,68.2,20.7,0.9,4190.0
Gumla,Red Sandy Soil,Millet,118,33.9,84.4,9.1,2.28,7156.0
Gumla,Black Soil,Jowar,25,35.7,65.7,29.1,6.51,12027.0
Giridih,Alluvial Soil,Linseed,95,20.4,51.2,48.3,4.32,7758.0
Latehar,Black Soil,Groundnut,78,31.9,46.5,9.3,3.59,9899.0
